Car Name,Special Hook,Description,Sold For,Bid Count,Comment Count,Price Category,Auto Biography
1975 BMW 2002,"Letztes Baujahr, vollständig restauriert, Motor neu aufgebaut, matching numbers, mit LPG, APK Neu","Die 02-Serie öffnete BMW Mitte der 1960er Jahre die Tür zum absatzstarken Segment der Mittelklassewagen. Ursprünglich als kompakter, jedoch eleganter Alltagswagen mit der für BMW typisch spritzigeren Fahrweise gedacht, avancierte dieses Modell in den vergangenen 20 Jahren zu einem geschätzten Liebhaberfahrzeug und ikonischen BMW. Obwohl der 2002 viele Jahre die Straßen dominierte, sind heute nur noch wenige gut erhaltene Fahrzeuge erhalten. Umso mehr begeistert dieses 2002, welcher umfangreich restauriert und dessen Motor komplett neu aufgebaut wurde. Hierbei wurde ebenfalls die Originalität nicht außer acht gelassen, sodass noch die originalen Sitze existieren und auch die Originalfarbe in Golfgelb wiederverwendet wurde. Die einzig größere Modifikation umfasst den Einbau einer zeitgenössischen Autogasanlage. Angesichts der steigenden Spritpreise, könnte diese jedoch dem ein oder anderen entgegenkommen. Wer jedoch ausschließlich Benzim im Blut hat, kann die LPG ohne erheblichen Aufwand zurückbauen. Der 2002 wurde in den Niederlanden ausgeliefert und verfügt über niederländische Papiere, sowie einer neuen APK (TÜV Equivalent) vom 17.03.2021.
Der BMW 2002 kann an Stand 6.216a in Halle 6 auf der InterClassics Brussels 2021 besichtigt werden.",verkauft für 15.000 €,11 Gebote,4 Kommentare,Einsteigerfreundlich,"Der BMW 2002 wurde Anfang April 1975 in die Niederlande ausgeliefert und am 07.04.1975 erstmalig zugelassen. Nach insgesamt fünf Halterwechseln, bei denen die genauen Halterzeiten leider nicht mehr zurückverfolgt werden können, übernahm der aktuelle Besitzer den 2002 in seine Sammlung und nutzte ihn als Alltagsklassiker. Der Vorbesitzer führte bereits die umfangreiche frame-off Restauration durch. Am 17.03.2021 erhielt der BMW dann eine neue APK."
1969 Autobianchi Primula 65C,"Letzte Serie Primula, Originalzustand","Dieser Primula 65C in Weiß-Grau ist ein echter italienischer Klassiker. Der Primula befindet sich im Originalzustand und ist somit nur einer von wenig gut erhaltenen Limousinen im Straßenbild.
Die Autobianchi Primula kann an Stand 6.216a in Halle 6 auf der InterClassics Brussels 2021 besichtigt werden.",verkauft für 7.600 €,12 Gebote,7 Kommentare,Einsteigerfreundlich,"Das Fahrzeug weist eine lückenhafte Historie auf, die keine Rückschlüsse auf die Vergangenheit zulässt."
Kein Mindestpreis: 2011 Erik Buell Racing 1190 RS Carbon Edition,"Limitierte Edition von insgesamt 100 Stück, Seltene Carbon Sonderausstattung, Noch teilweise versiegelt, Deutsche Straßenzulassung","Erik Buell Racing, kurz EBR, ist die neue Firma des gleichnamigen Straßen- und Rennmotorradherstellers Erik Buell, welcher als “Buell Motorcycle Company” bis 2009 seine Maschinen unter dem Dach von Harley Davidson fertigte. Mit dem Neustart wollte Erik Buell eine Zeitenwende einläuten in der er sich nur noch auf Rennmotorräder und limitierte Straßenversionen dieser Maschinen spezialisiert. Die hier präsentierte 1190 RS ist eine dieser auf gerade einmal 100 Maschinen limitierten Kleinstserie. Die 175 PS auf gerade einmal 179 Kg Leergewicht können sich sehen lassen. Anders als dessen Vorgänger aus dem Hause Buell, lässt sich diese 1190 RS mit genauester Präzision navigieren. Nach dem Import aus den USA erhielt die EBR 1190 RS eine deutsche Straßenzulassung, wurde jedoch nie mehrere Kilometer gefahren und als Teil einer hochkarätigen Sammlung ausgestellt.
Die EBR 1190 RS Carbon Edition kann an Stand 6.216a in Halle 6 auf der InterClassics Brussels 2021 besichtigt werden.",verkauft für 19.700 €,6 Gebote,3 Kommentare,Originaler Neuwagenzustand,Die EBR 1190 RS wurde im November 2011 in den USA gefertigt und danach bei einigen Veranstaltungen des EBR Rennteams präsentiert. Seit dem Import in 2015 befindet sich die Maschine beim aktuellen Eigentümer in dessen Sammlung. Zu Ende Juni 2016 erfolgte die Vollabnahme und Erteilung der Betriebserlaubnis für den deutschen Straßenverkehr. Die EBR hat somit deutsche Papiere.
Kein Mindestpreis: 1978 Volkswagen T2 Kastenwagen (Bulli),"Ehem. Bus der Deutschen Bundespost, leichte sportliche Modifikationen, Aktueller TÜV","Bei diesem Kastenwagen aus dem Hause Volkswagen handelt es sich um den Typ T2b, welcher als letzte Version des T2 in Deutschland gefertigt wurde. Diese T2 Kastenwagen waren aus dem damaligen Straßenbild nicht wegzudenken und wurden aufgrund ihrer Zuverlässigkeit in großem Umfang als Nutzfahrzeuge eingesetzt. So handelt es sich auch bei diesem Bulli um einen ehemaligen Postbus, wobei er durch das späte Baujahr zu einem der letzten in Deutschland produzierten T2 zählt. Der vorherige Eigentümer verlieh dem Bulli einzelne sportliche Modifikationen. So verfügt der T2 über eine leichte Tieferlegung und originale Porschesitze. Somit bietet dieser Bulli Liebhabern gleich zwei Optionen: Aufgrund des sehr guten Zustands des Motors und der Karosserie ließe er sich ohne umfangreichen Aufwand in den Zustand der Erstauslieferung zurückbauen, oder er lädt seinen Fahrer weiterhin in der aktuellen sportlichen Ausführung auf künftige “Eil-Auslieferungen” ein. Der Kastenwagen befindet sich seit 4 Jahren in 4. Hand, in denen stetig alle nötigen Wartungsarbeiten durchgeführt wurden und mit Werkstattbelegen nachweisbar sind. Der Bulli erhielt Ende August 2021 ein Classic Data Wertgutachten mit der Zustandsnote 2.
Der T2 kann in Ingelheim am Rhein besichtigt werden.",verkauft für 11.000 €,26 Gebote,39 Kommentare,Einsteigerfreundlich,"Der Volkswagen T2 wurde Mitte Juni 1978 an die deutsche Bundespost ausgeliefert und durch diese zugelassen. Nach der Ausmusterung befand sich das Fahrzeug einige Jahre in Privatbesitz, bevor es am 2. November 2005 vom neuen Eigentümer zugelassen wurde. Dieser führte auch die Umlackierung des bis dahin noch gelben Postbus durch. Auch die Fahrwerkstieferlegung und Umrüstung der Vordersitze erfolgte in diesem Kontext. Seit dem 17.04.2018 befindet sich der T2 in der vierten Hand und ist mit einem H-Kennzeichen zugelassen."
Benefiz-Auktion: 1939 Packard 1703 Super Eight Sedan,"Prominenter Vorbesitz: Dita von Teese, 17th Series, seltener Drehzahlmesser, vollständig restauriert","Dieser Packard fällt sofort mit seiner leuchtenden Fehlfarbe auf - und das hat auch (s)einen Grund: Bei diesem 1939 Packard 1703 Super Eight handelt es sich nicht um eine gewöhnliche Oberklasse Limousine der Amerikanischen 30er-Jahre. Im Gegenteil, es handelt sich um den ehemaligen Packard der US-Tänzerin Dita von Teese. Das Fahrzeug wurde über viele Jahre in etlichen Filmen und Fotografien des Burlesque-Stars präsentiert, bis es 2013 durch die passionierte Sammlerin von Vorkriegsklassikern an einen deutschen Sammler verkauft wurde. Eine Reihe an Bildern der Shootings mit von Teese in ihrem damaligen Packard finden Sie unserer Galerie. Nach dem Import nach Deutschland wurde der Super Eight über ein Jahr umfangreich gewartet und der Motor neu aufgebaut. Seit Oktober 2014 ist er für den deutschen Straßenverkehr mit einem H-Kennzeichen zugelassen. Auf der Classic-Gala Schwetzingen 2021 erhielt er im US-Classic Car Concours D’Elegance eine Prämierung.
Der Packard Super Eight wird als Benefiz-Auktion zur Unterstützung der Opfer der Flutkatastrophe an der Ahr versteigert. Mit einem Teil des Erlöses sollen Familien die Haus und Eigentum verloren haben ohne Umwege direkt unterstützt werden. Die Administration erfolgt hierbei ehrenamtlich durch den Ahr-Automobil-Club 1924 e.V., wobei von dem Erlös Fahrzeuge für die Familien gekauft werden. Nach nunmehr 3 Monaten nach der Überflutung sind die Betroffenen nach wie vor noch stark in ihrer Mobilität eingeschränkt. Über 40.000 Autos wurden während der Flut zerstört. Die ländliche Lage ohne PKW bringt die Betroffenen somit in eine noch hilfebedürftigere Situation, sodass gespendete Fahrzeuge derzeit eine entscheidende Hilfe darstellen. Die Versteigerung von Dita von Teeses Packard können Sie am 24.10.2021 Live in der Motorworld Köln zwischen 10:00-15:00 Uhr besichtigen. Johannes Hübner wird ab 15:00 Uhr mit der Präsentation beginnen. Der Eintritt ist frei. Es gilt die 3G-Regelung.",verkauft für 35.000 €,29 Gebote,2 Kommentare,Einsteigerfreundlich,Der Super Eight wurde durch Dita von Teese Anfang der 2000er Jahre auf einer Auktion in den USA ersteigert. Bis 2003 erfolgte eine umfangreiche Restaurierung. Der aktuelle Eigentümer kaufte den Packard direkt aus von Teeses Sammlung und überführte ihn nachfolgend nach Deutschland. Leider gibt es keinerlei Informationen zur Fahrzeughistorie vor dem Besitz durch Dita von Teese.
2001 Mercedes-Benz G 500,"Scheckheftgepflegt, Flüssiggasanlage, umfangreiche Ausstattung, Aktueller TÜV","Diese G-Klasse aus 2001 in obsidianschwarz befindet sich mit 176.750 Kilometern in einem technisch guten Zustand. Die G-Klasse ist im Originalzustand mit einer zusätzlichen verbauten LPG-Anlage. Das Fahrzeug wurde durchgängig gewartet und hat eine Kurzbewertung aus 2021 mit der Note 2.
Das Fahrzeug kann in Leverkusen besichtigt werden.",verkauft für 45.000 €,0 Gebote,0 Kommentare,Einsteigerfreundlich,Der Mercedes G 500 wurde vom ersten Besitzer 2001 erworben. Die Historie ist nachvollziehbar und scheckheftgepflegt.
1977 Fiat 127 900 L,"Originalzustand, Abarth Abgasanlage, Aktueller TÜV","Dieser Fiat 127 in weiß aus 1977 ist eine kleine italienische Schräghecklimousine designt von Pio Manzú und Rodolfo Bonetto, die mit seiner Abarth Abgasanlage für gute Unterhaltung sorgt. Der 127 befindet sich im Originalzustand und gehört als 900 L zur den ersten Modellen der zweiten Serie ab 1977.
Der Fiat kann in Köln besichtigt werden.",verkauft für 10.000 €,3 Gebote,4 Kommentare,Daily Driver,"Das Fahrzeug weist keine schriftliche Historie auf, wurde aber vor dem Verkauf von einer Fachwerkstatt durchgecheckt."
1965 Fiat Nuova 500 D,"Original Nuova 500 D Karosserie mit Faltdach, Restauriert und aufbereitet, Aktueller TÜV","Dieser Fiat Nuova 500 D aus 1965 gehört zur 500er Reihe die wie keine andere die italienische Automobilindustrie repräsentiert. Dieser Cinquecento oder Fünfhunderter war als Ausführung D ab 1960 erhältlich und ist der letzte der Baureihe mit den sogenannten “Selbstmördertüren”. Mit seinem langen Faltdach und den nach hinten öffnenden Türen gehört dieser 500 D zu den 500ern die man seltener auf der Straße sieht.
Dieser Fiat kann in Köln besichtigt werden.",verkauft für 19.500 €,0 Gebote,0 Kommentare,Restaurierter Neuwagenzustand,"Das Fahrzeug weist keine schriftliche Historie auf, die Restauration wurde vor vier Jahren von einer Fachwerkstatt in Köln durchgeführt."
2003 BMW 318Ci Cabriolet,"3. Hand, Scheckheftgepflegt, M-Paket, Hardtop, TÜV Neu","Dieses 318Ci Cabriolet mit M-Paket aus 2003 in Titansilber stammt aus dritter Hand und befindet sich mit 110.905 Kilometern in einem technisch und optisch sehr guten Zustand. Der 318Ci besitzt alle Originalteile und ist scheckheftgepflegt.
Das Cabriolet kann in Köln besichtigt werden.",verkauft für 9.100 €,10 Gebote,5 Kommentare,Daily Driver,Der 2003 BMW 318Ci wurde vom ersten Besitzer 2003 von einer BMW Niederlassung in Köln erworben und ist seitdem in der Umgebung geblieben. Die Historie ist ab Werk nachvollziehbar und scheckheftgepflegt.
1983 Porsche 911 SC 3.0 Cabriolet,"Deutsche Erstauslieferung, Nur 1 Jahr gebaut, Letztes Baujahr, Erstlack in Zinnmetallic, Belegbare Historie, Leichte Modifikationen, Aktueller TÜV","Der 911 Super Carrera hat eine bedeutsame Geschichte für Porsche, denn seine Produktion lief als die letzten der Neunelfer im Zuffenhausener Werk an. Zum Glück konnte dieses Schicksal durch den starken Einsatz vom damaligen neuen Vorstandsvorsitzenden Peter W. Schutz und dank des öffentlichen Aufschreis der 911-Gemeinschaft abgewendet werden. Dieser Super Carrera macht seinem Namen alle Ehre, denn er verkörpert gleich 4 Seltenheiten in einem: Erstens ist hervorzuheben, dass es sich um einen 911 SC 3.0 aus dem D-Programm, also dem letzten Modelljahr, handelt. Zweitens handelt es sich um ein Cabriolet, welches nur in diesem letzten Modelljahr, also ein Jahr lang, gefertigt wurde. Drittens ist dieser 911 SC immer in Deutschland zugelassen gewesen und weist eine nachvollziehbare Historie auf. Viertens und letztens: Der SC steht noch im seltenen Zinnmetallic Erstlack, welcher letztes Jahr eine Nanoversiegelung erhielt. Wer 1983 eins dieser insgesamt 4.277 gebauten SC Cabrios sein Eigen nennen wollte, musste bei Porsche stolze 64.500 DM zahlen.
Das 911 SC Cabrio kann am 24.10.2021 in der Motorworld Köln besichtigt und vor Ort ersteigert werden.",Mindestpreis nicht erreicht,13 Gebote,3 Kommentare,Alltagsklassiker,"Der 911er wurde erstmals am 27.09.1983 auf ein Privatmann in Neuss zugelassen, welcher den SC bis zum 31.10.1990 behielt. Im Anschluss wurde der Porsche bis September 1992 in Verden und München vom zweiten Eigentümer zugelassen. Vom 28.09.1992 bis 11.03.1994 wurde der SC dann vom dritten Eigentümer in Mülheim an der Ruhr zugelassen, bevor er dann durch den aktuellen Besitzer in Bergheim zugelassen wurde. Mit Vollendung der 30 Jahre wurde 2013 ein H-Gutachten erstellt und der 911 SC mit H-Kennzeichen zugelassen."
1989 Porsche Speedster 3.2,"Originale 30t Meilen, Scheckheftgepflegt, Matching Numbers, Originallack, Einer von nur 2.103 Exemplaren, TÜV Neu","Dieser Porsche Speedster in Grandprix-Weiss und schwarzen Verdeck ist ein seltene Ikone des Straßenverkehrs. Seine Unverkennbarkeit und bis heute andauernde Fortführung der Modellreihe zeigt die Einzigartigkeit dieser Kleinserie. Die Sportlichkeit übernommen vom Turbo und die offene Fahrweise mit niedriger Frontscheibe begeistert jeden Porsche Enthusiasten. Wie die damalige Werbung auf der IAA im Jahr 1987 schon sagte: “Ein Cabriolet ist ein geschlossenes Auto, das man mit geöffnetem Dach fahren kann. Ein Speedster ist ein offenes Auto, das man mit geschlossenem Dach fahren kann.” Dieses Exemplar ist einer von nur 2.103 gefertigten Speedstern und steht in einem einmaligen neuwertigen Originalzustand dar.
Der 911 Speedster kann in Leverkusen besichtigt werden.",Mindestpreis nicht erreicht,9 Gebote,5 Kommentare,Originaler Neuwagenzustand,Der 1989 Porsche Speedster wurde vom ersten Besitzer als Touristenfahrzeug in Stuttgart erworben und ist mit dem zweiten Besitzer wieder nach Deutschland gekommen. Die Historie ist ab Werk nachvollziehbar und scheckheftgepflegt.
1959 DKW Auto Union Munga F 91/4,"Originaler Motor, umfangreiches Zubehör, nachgebauter Anhänger, kleinere Modifikationen, umfangreiche Teilesammlung mit Neuteilen, Aktueller TÜV","“MUNGA” steht für “Mehrzweck-Universal-Geländewagen-mit Allradantrieb” und könnte somit nicht deutlicher ein deutsches Behördenfahrzeug sein. Von 1956 bis 1968 war dieser DKW der Geländewagen aller Westdeutschen Einsatztruppen. Dieser Munga F 91/4 gehört zu den wenigen 15% der Modelle, welche an die Polizei und den Bundesgrenzschutz (BGS) ausgeliefert wurden. Die übrigen 85% entfielen auf die 1955 neu gegründete Bundeswehr. Dieses Fahrzeug wurde 1959 durch die Düsseldorfer Polizei erstmals in Betrieb genommen und im Zuge der Restaurierung wieder im Stil der Erstauslieferung aufgebaut. In den letzten zwei Jahren wurden kleinere optische Modifikationen vorgenommen, so wurde u.A. das Blaulicht und die Antenne demontiert, sowie ein eigens für den Wagen angefertigter Holzboden im Fahrzeug verlegt. Neben einem zu dem Munga passenden Anhänger, wird eine umfangreiche Sammlung an teilweise neuen originalen Ersatzteilen mit verkauft. Diese umfassen u.A. 3 Getriebe, 1 neues und 3 gebrauchte Differentiale, sowie ein kompletter neuer Beleuchtungssatz aus Scheinwerfern und Rücklichtern. Weiterhin beinhaltet die Teilesammlung noch diverse neue und gebrauchte Türen, einen Rahmen, 50 Liter Zweitakt- und Getriebeöl, sowie etliche weitere Bau- und Zubehörteile (siehe Liste unter “Auf einen Blick”).
Der DKW Munga kann in Duisburg besichtigt werden.",Mindestpreis nicht erreicht,4 Gebote,3 Kommentare,Einsteigerfreundlich,"Der F 91/4 wurde 1959 an die Düsseldorfer Polizei ausgeliefert. Nach der Ausmusterung in den frühen 80er Jahren wurde das Fahrzeug in die Niederlande exportiert, bis es 2016 wieder durch einen Privatmann nach Deutschland zurückgeholt wurde. Seit 2019 befindet sich der Munga somit in Deutschland in der dritten und insgesamt vermutlich vierten Hand."
1954 MG TF 1250,"Seltener Linkslenker, Matching Numbers, Aufwändig restauriert, TÜV Neu","Der TF trat ab Oktober 1953 in die Fußstapfen des insbesondere in den USA beliebten MG TD. Dabei war der TF 1250 einer der letzten Roadster, welchen MG noch auf Basis der Vorkriegsmodelle fertigte. Insbesondere durch seine in die Kotflügel eingelassenen Frontscheinwerfer konnte der MG TF schnell eine eigene Liebhabergemeinschaft aufbauen. Das im TF neu eingeführte geschlossene Kühlsystem stellte eine weitere Besonderheit zu seinem Vorgänger dar. Bei diesem TF 1250 handelt es sich um einen Import aus den USA, welcher über 4 Jahre umfangreich restauriert wurde. Hierbei wurde besonders Wert auf eine weitestgehende Erhaltung der Originalität gelegt. Dies wurde auch im aktuellen Classic Data Gutachten mit einer Zustandsnote von 1- honoriert.
Der TF 1250 kann in Düsseldorf besichtigt werden.",Mindestpreis nicht erreicht,1 Gebote,1 Kommentare,Alltagsklassiker,Der TF 1250 wurde für den US-Amerikanischen Markt ausgeliefert und von Großbritannien in die USA exportiert. 2016 wurde der Roadster dann von Union Jack Vintage Cars über die Niederlande importiert und 2017 nach Deutschland verkauft. Von 2017 bis Anfang 2021 wurde der TF dann umfangreich restauriert. Der Verkäufer ist gleichzeitig auch der erste eingetragene Halter in Deutschland.
Benefiz-Auktion: 1927 Mercedes-Benz 12/55 PS Typ 300 “Mannheim”,"Vermutlich weltweit letzter “Mannheim” in unrestaurierten Originalzustand, Einer von nur 3.854 gefertigten Exemplaren, Nahezu vollständiges Fahrzeug inkl. Bordwerkzeug","Dieser nahezu vergessene Vorgänger der heute allseits bekannten S-Klasse wurde laut Experteneinschätzung Anfang 1927 im Mercedes-Benz Werk Mannheim gebaut. Der Verkaufspreis von 13.800 Reichsmark für diesen 12/55 PS Typ 300 stellte nach damaligen Maßstäben ein Luxusgut der Extraklasse dar. Zum Vergleich, ein Kilogramm Brot kostete zur gleichen Zeit gerade einmal rund 38 Pfennig. Der Mercedes-Benz wurde über viele Jahre von einem Liebhaber aufbewahrt. 2016 übernahm der heutige Eigentümer den Mannheim in seine private Sammlung. Über die letzten Jahrzehnte stand der “Mannheim“ eingemottet in einer gut isolierten Scheune und wurde somit noch nie auf dem öffentlichen Markt angeboten. Es handelt sich um einen Sensationsfund, bei dem dieser 12/55 womöglich der weltweit letzte “Mannheim” in unberührtem Originalzustand ist. Die gesamte Substanz des Mercedes-Benz ist außergewöhnlich gut. Die Holzkarosserie und auch die Achsen sind in Takt. Der Scheunenfund ist nahezu vollständig erhalten.
Die Pullman-Limousine wird als Benefiz-Auktion für wohltätige Zwecke versteigert. 85% des Erlöses werden unmittelbar für die Krebsbehandlung einer Angehörigen des Eigentümers eingesetzt und 15% des Erlöses werden an den gemeinnützigen Verein Brustkrebs Deutschland für ein Soforthilfeprojekt zur psychologischen Unterstützung von an Brustkrebs erkrankten Patientinnen gespendet. Diese weltweit einmalige Rarität kann vom 3.-5. September im Schlossgarten auf der Classic-Gala Schwetzingen an Stand E6 besichtigt werden.",Mindestpreis nicht erreicht,34 Gebote,6 Kommentare,Restaurationsprojekt für Experten,"Aufgrund des Zweiten Weltkriegs sind leider sämtliche Schriftstücke vor 1945 zu dem Fahrzeug verloren gegangen. Der Vorbesitzer bewahrte den “Mannheim” über viele Jahre auf, bevor er 2016 in die Sammlung des Verkäufers überging. Die Recherche zur Fahrzeughistorie wird aktuell noch weiterhin durch den Verkäufer betrieben. Sollten stichfeste Erkenntnisse bekannt werden, werden diese hier umgehend veröffentlicht."
1975 Ferrari Dino 208 GT4,"Einer von nur 840 Exemplaren, Umfangreich restauriert, Belegbare Historie, TÜV Neu","Wohlklingender Name, schickes aber sachliches Design von Bertone mit einem kleinen V8 Motor. Auf der gleichen Karosserie wie der Dino 308 GT4 wurde ein 2000-ccm-Motor eingebaut und der 208 GT4 geboren. Der Ferrari Dino 208 GT4 ist ein sehr seltenes Fahrzeug mit nur 840 gebauten Exemplaren. Der große Bruder 308 GT4 erfreute sich, mit insgesamt 2826 produzierten Exemplaren, einer etwas größeren Beliebtheit. Doch Leistung und Hubraum ist nicht allein das ausschlaggebende Kriterium - auch der „kleine“ 208 GT4 begeistert mit über 220 km/h Spitze. Dieser Dino 208 GT4 war bis 1985 in Besitz von zwei Liebhabern, bevor er im Jahr 1987 aus Italien nach Deutschland kam und dann über die Jahrzehnte bei einem Restaurationsbetrieb im Württembergischen stand. Mit dem Tod des Restaurators 2018 wechselte der Dino kurzzeitig den Besitzer, welcher letzte Arbeiten durchführen ließ und die Technik vollständig instand setzte. Seit Oktober 2019 befindet sich der Dino nun in der aktuellen vierten Hand, wobei die gesamte Historie nachvollziehbar ist.
Der 208 GT4 kann in Lahnau besichtigt werden.",Mindestpreis nicht erreicht,6 Gebote,8 Kommentare,Restaurierter Neuwagenzustand,Der 1975 Ferrari Dino 208 GT4 wurde vom ersten Besitzer in Mailand erworben und ist mit dem dritten Besitzer im Jahr 1987 nach Deutschland gekommen. Nach dem Tod des dritten Besitzers befand sich der Dino für etwa ein Jahr in dritter und nun seit Oktober 2019 in der vierten Hand. Die Historie ist ab Werk nachvollziehbar.
1988 VW Golf 19E 1.3i,"2. Hand, lückenlose 40.105 Kilometer, Originalzustand, Aktueller TÜV","Dieser VW Golf 19E 1.3i oder kurz Golf 2 aus 1988 in Tornadorot gehörte bis 2019 einem Ehepaar mit den Jahrgängen 1923 und 1903. Der Golf 2 mit 55 PS befindet sich daher in 3. bzw 2. Hand und ist lückenlos scheckheftgepflegt mit originalen 40.105 Kilometern.
Der Golf kann in Bonn besichtigt werden.",Mindestpreis nicht erreicht,17 Gebote,15 Kommentare,Einsteigerfreundlich,Der 1988er Golf 2 wurde vom 1. Besitzer 1988 von einer Volkswagen Niederlassung in Weiden erworben und seitdem nur in Deutschland bewegt. Die Historie ist ab Werk lückenlos nachvollziehbar und scheckheftgepflegt.
1973 Fiat 500 Jolly Nachbau,"Aufbau auf Giardiniera, Restauriert und aufbereitet, Aktueller TÜV","Dieser Fiat 500 Jolly in Verde Mura basiert auf der Karosserie eines Giardiniera und ist ein außergewöhnlicher italienischer Hingucker. Der ursprüngliche Giardiniera wurde aufwändig zum Jolly umgebaut und neu lackiert. Somit entspricht er auf der Basis eines 500er einem zeitgenössischen Modell.
Dieser italienische Hingucker kann in Köln besichtigt werden.",Mindestpreis nicht erreicht,4 Gebote,7 Kommentare,Restaurierter Neuwagenzustand,"Das Fahrzeug weist keine schriftliche Historie auf, Fotos vom Spenderfahrzeug sowie die originalen italienischen Fahrzeugbriefe dazu sind in der Galerie angehängt."
